Format Version,1.25,Take Name,Take 2026-08-14 08.59.11 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-14 08.59.11.625 AM,Capture Start Frame,151764,Total Frames in Take,150,Total Exported Frames,150,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
98,0.816667,-0.014282,0.000498,-0.007510,0.999870,263.858673,25.105230,766.106384,291.827545,25.538439,818.532715,295.210846,24.481430,716.857788,204.537735,25.295816,762.928406,291.609772,25.542690,818.866089,296.101868,24.461931,715.289185,204.396942,25.299397,763.224670,230.369919,713.059692,688.773804,3620.309570,70.001617,-2987.588867,,,,,,,,,,,,,,,,,,,,,,,,,2265.611572,1412.382690,-1884.699341,,,,,,,,,,,,
99,0.825000,-0.014056,0.000585,-0.007778,0.999871,263.866119,25.090691,766.132812,291.843719,25.485031,818.554871,295.209961,24.472334,716.878906,204.544785,25.314701,762.964600,291.615326,25.489138,818.873596,296.140137,24.452698,715.285767,204.405197,25.318346,763.274597,230.411362,713.005249,688.794373,3620.703613,69.626663,-2987.505127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.833333,-0.013797,0.000299,-0.007212,0.999879,263.854340,25.110672,766.128479,291.802094,25.509945,818.566406,295.226471,24.553354,716.891846,204.534576,25.268709,762.927124,291.575653,25.513788,818.903503,296.076172,24.536430,715.356018,204.409348,25.271843,763.222778,230.420151,713.006714,688.822449,3620.075439,70.318901,-2987.610840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.841667,-0.014096,0.000338,-0.007215,0.999875,263.851807,25.068462,766.116455,291.803894,25.498816,818.551758,295.219849,24.481537,716.877502,204.531754,25.225029,762.919922,291.590118,25.502905,818.895874,296.075317,24.463511,715.333130,204.394714,25.228310,763.207397,230.430878,712.994324,688.827209,3620.214844,70.138634,-2987.595703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0.850000,-0.013783,0.000394,-0.007291,0.999878,263.858856,25.064320,766.131104,291.816498,25.457560,818.563782,295.221649,24.503387,716.888550,204.538513,25.232006,762.940857,291.612701,25.461378,818.903381,296.099152,24.486172,715.344116,204.386398,25.235159,763.226807,230.428268,712.946777,688.866150,3620.312256,70.166954,-2987.649902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.858333,-0.013779,0.000477,-0.007180,0.999879,263.840790,25.055416,766.102356,291.807190,25.454357,818.530334,295.195404,24.501822,716.854492,204.519867,25.210064,762.922180,291.599182,25.458235,818.879089,296.058716,24.484694,715.294250,204.377121,25.213137,763.206238,230.413788,712.967468,688.879883,3619.998779,70.419182,-2987.702393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.866667,-0.013870,0.000482,-0.007058,0.999879,263.813049,25.064032,766.091309,291.780151,25.479237,818.518738,295.167053,24.509184,716.843079,204.492050,25.203671,762.911926,291.563263,25.483187,818.871155,296.004730,24.492142,715.292542,204.363281,25.206732,763.197021,230.354935,712.939026,688.878906,3620.291992,70.222061,-2987.611816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.875000,-0.014345,0.000340,-0.007189,0.999871,263.795135,25.060394,766.110962,291.747681,25.518379,818.545837,295.162750,24.450539,716.872009,204.475067,25.212257,762.914917,291.539307,25.522873,818.914124,296.014282,24.431171,715.269531,204.339859,25.215570,763.191956,230.361343,712.970886,688.879211,3620.171387,70.364670,-2987.698486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.883333,-0.013907,0.000287,-0.006934,0.999879,263.786926,25.082329,766.086487,291.733673,25.508667,818.524658,295.160065,24.531622,716.850403,204.467102,25.206694,762.884216,291.532990,25.512661,818.890564,296.009186,24.514439,715.272949,204.323181,25.209667,763.158081,230.368484,712.952759,688.847900,3620.406738,70.304085,-2987.603760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.891667,-0.014154,0.000416,-0.007305,0.999873,263.780273,25.061386,766.065735,291.740540,25.492704,818.496704,295.140594,24.463127,716.822021,204.459763,25.228319,762.878296,291.538727,25.496960,818.853455,296.004608,24.444424,715.247803,204.312500,25.231615,763.156860,230.355225,712.980225,688.820923,3620.371826,70.446617,-2987.647461,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.947754,1411.105957,-1884.640503,,,,,,,,,
108,0.900000,-0.014409,0.000452,-0.007412,0.999869,263.762360,25.075848,766.049438,291.726562,25.527891,818.478149,295.118927,24.445707,716.803772,204.441650,25.253937,762.866272,291.531738,25.532427,818.842346,295.979858,24.425989,715.224670,204.289337,25.257355,763.139099,230.328979,713.041077,688.778076,3620.122070,70.722389,-2987.667480,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.972656,1411.095093,-1884.507202,,,,,,,,,
109,0.908333,-0.014542,0.000403,-0.007642,0.999865,263.745483,25.098612,766.022888,291.704498,25.551838,818.454346,295.106842,24.440897,716.780579,204.425201,25.303093,762.833557,291.509338,25.556288,818.793396,295.983154,24.420876,715.254395,204.263718,25.306791,763.115356,230.327301,713.120117,688.712280,3620.339844,70.564224,-2987.682129,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.995117,1411.085449,-1884.387085,,,,,,,,,
110,0.916667,-0.014553,0.000453,-0.007873,0.999863,263.737030,25.126566,766.026550,291.701141,25.567997,818.455383,295.093475,24.453272,716.781372,204.416550,25.358419,762.842773,291.500977,25.572515,818.789978,295.976318,24.432745,715.250916,204.258301,25.362230,763.128967,230.340149,713.145813,688.685974,3620.155518,70.787369,-2987.677246,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.015137,1411.076904,-1884.279297,,,,,,,,,
111,0.925000,-0.014498,0.000293,-0.007696,0.999865,263.749268,25.115370,766.038147,291.696625,25.561089,818.475830,295.121552,24.458694,716.802795,204.429718,25.326317,762.835632,291.491058,25.565454,818.804504,296.003326,24.438795,715.282715,204.275726,25.330055,763.126038,230.318222,713.093201,688.723511,3620.051025,71.029099,-2987.700439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.933333,-0.014344,0.000307,-0.007700,0.999867,263.737274,25.091246,766.058655,291.686005,25.520638,818.495789,295.108246,24.449379,716.822327,204.417633,25.303717,762.857727,291.472992,25.524879,818.819153,295.983063,24.430099,715.315125,204.270874,25.307390,763.153015,230.295197,713.043579,688.766907,3619.989014,71.154465,-2987.687744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.941667,-0.013871,0.000438,-0.007566,0.999875,263.734344,25.071518,766.073059,291.696533,25.458530,818.503357,295.092773,24.484686,716.828003,204.413834,25.271334,762.887634,291.480560,25.462444,818.830322,295.978210,24.466774,715.290100,204.269882,25.274687,763.184509,230.334091,713.020142,688.843323,3619.962891,71.198181,-2987.643066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.950000,-0.013953,0.000445,-0.007464,0.999875,263.722809,25.057117,766.117554,291.685883,25.458427,818.547302,295.080414,24.468580,716.872009,204.402191,25.244337,762.933228,291.474091,25.462545,818.894592,295.959167,24.450130,715.288513,204.260849,25.247620,763.220947,230.308685,712.985535,688.915894,3619.819336,71.390976,-2987.670654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.958333,-0.014142,0.000443,-0.007631,0.999871,263.717621,25.047142,766.127075,291.680511,25.459005,818.556763,295.075348,24.429541,716.881958,204.397095,25.252872,762.942261,291.466736,25.463211,818.891418,296.000000,24.409718,715.271301,204.247803,25.256439,763.238892,230.326019,712.928528,688.885071,3619.924072,71.325424,-2987.699951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.966667,-0.013981,0.000409,-0.007841,0.999871,263.736145,25.030325,766.107605,291.695221,25.413565,818.539612,295.097412,24.415432,716.864685,204.415970,25.261971,762.918396,291.483887,25.417603,818.860840,296.022766,24.396204,715.299133,204.259827,25.265560,763.217957,230.349121,712.944885,688.901367,3619.808350,71.321342,-2987.694092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.975000,-0.014294,0.000447,-0.008117,0.999865,263.750336,25.051304,766.119080,291.713470,25.451962,818.548767,295.107605,24.388180,716.874268,204.430054,25.313761,762.934021,291.490326,25.456314,818.862793,296.037109,24.367357,715.305420,204.283630,25.317675,763.242432,230.323669,712.991150,688.896423,3619.577637,71.633530,-2987.756836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.983333,-0.014804,0.000518,-0.008340,0.999856,263.743561,25.054848,766.100525,291.714355,25.496307,818.525818,295.093475,24.327579,716.851929,204.422943,25.340652,762.923706,291.496246,25.501286,818.860046,295.996735,24.304651,715.263733,204.281021,25.344797,763.220947,230.354279,713.021606,688.826416,3620.041504,71.141296,-2987.717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.991667,-0.015077,0.000479,-0.008066,0.999854,263.756409,25.095942,766.072205,291.723511,25.581404,818.499084,295.109924,24.358980,716.826111,204.435837,25.347433,762.891357,291.497742,25.586433,818.829651,295.984650,24.336313,715.275330,204.304642,25.351625,763.191162,230.316696,713.067017,688.758911,3619.714111,71.434868,-2987.733398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.938721,1411.143921,-1884.586426,,,,,,
120,1.000000,-0.014917,0.000455,-0.007586,0.999860,263.780731,25.107977,766.030457,291.745514,25.603598,818.458435,295.136719,24.416883,716.785217,204.460083,25.303442,762.847534,291.537659,25.608225,818.789490,295.994995,24.396248,715.284973,204.312698,25.307341,763.136475,230.292953,713.134583,688.705139,3619.836914,71.383766,-2987.661377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.975586,1411.213867,-1884.480957,,,,,,
121,1.008333,-0.014669,0.000372,-0.007676,0.999863,263.785461,25.113161,766.022705,291.741241,25.577881,818.455750,295.149841,24.440859,716.782532,204.465378,25.320738,762.829590,291.545746,25.582153,818.770752,296.056000,24.420658,715.287903,204.292740,25.324669,763.121582,230.280273,713.178162,688.655029,3619.654541,71.664383,-2987.735107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.008301,1411.276978,-1884.385986,,,,,,
122,1.016667,-0.014735,0.000259,-0.007950,0.999860,263.792969,25.150179,766.054016,291.736877,25.606730,818.493530,295.168365,24.454138,716.821228,204.473755,25.389660,762.847229,291.530304,25.611032,818.792175,296.105774,24.432955,715.317627,204.303680,25.393869,763.152405,230.293045,713.134338,688.658264,3619.753418,71.599358,-2987.725342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.037598,1411.333618,-1884.300415,,,,,,
123,1.025000,-0.014444,0.000272,-0.007913,0.999864,263.798767,25.151421,766.046509,291.743805,25.579432,818.485657,295.173126,24.486364,716.812622,204.479477,25.388456,762.841187,291.537781,25.583691,818.799255,296.067169,24.466492,715.320312,204.319672,25.392324,763.137573,230.279648,713.129395,688.661743,3620.233643,71.242126,-2987.663818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1.033333,-0.014346,0.000224,-0.007847,0.999866,263.804230,25.130245,766.062256,291.744141,25.551777,818.504150,295.183411,24.478962,716.831238,204.485214,25.359991,762.851257,291.538544,25.556139,818.836182,296.067078,24.459116,715.298889,204.331894,25.363680,763.140686,230.302689,713.067078,688.678345,3619.964111,71.494850,-2987.556885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.041667,-0.013937,0.000215,-0.007673,0.999874,263.808380,25.117163,766.089233,291.747131,25.505436,818.532043,295.188751,24.517149,716.858398,204.489334,25.328897,762.877197,291.545868,25.509441,818.865173,296.089111,24.498661,715.308350,204.329224,25.332306,763.165771,230.290771,713.010681,688.764954,3619.889893,71.663826,-2987.623535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1.050000,-0.014038,0.000231,-0.007596,0.999873,263.801605,25.085655,766.065918,291.742249,25.488876,818.507568,295.180267,24.480513,716.833923,204.482422,25.287575,762.856018,291.528961,25.493013,818.844238,296.068634,24.461691,715.268127,204.338074,25.291002,763.148376,230.287781,712.947449,688.765930,3620.063721,71.425316,-2987.626465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.058333,-0.014333,0.000388,-0.007957,0.999866,263.768311,25.087585,766.058411,291.725372,25.501259,818.491211,295.131378,24.430758,716.817200,204.448318,25.330736,762.866638,291.504639,25.505636,818.813232,296.043488,24.410219,715.251221,204.304108,25.334560,763.169678,230.305923,712.990356,688.750305,3619.644531,71.964760,-2987.646729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1.066667,-0.014416,0.000357,-0.007962,0.999864,263.744232,25.075356,766.027161,291.698120,25.497507,818.461609,295.110260,24.410032,716.787964,204.424423,25.318523,762.831787,291.492889,25.501926,818.790100,296.024902,24.389286,715.225342,204.265381,25.322357,763.125122,230.296341,713.049072,688.717285,3619.999268,71.612411,-2987.631104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1.075000,-0.015214,0.000334,-0.008136,0.999851,263.726532,25.072334,766.008911,291.678558,25.568512,818.443726,295.094208,24.317516,716.772095,204.406937,25.330969,762.810852,291.482452,25.573685,818.787170,296.007172,24.293564,715.182861,204.242493,25.335255,763.094971,230.302795,713.029053,688.701660,3619.830078,71.764389,-2987.662842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.083333,-0.015278,0.000359,-0.008199,0.999850,263.743408,25.082275,765.993774,291.698090,25.581638,818.427124,295.108521,24.317190,716.755432,204.423660,25.347988,762.798584,291.480988,25.586834,818.759644,295.997070,24.293478,715.195190,204.282074,25.352345,763.094421,230.252243,713.076233,688.689636,3619.723389,71.856461,-2987.673096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1.091667,-0.015105,0.000364,-0.008156,0.999853,263.738098,25.130850,765.987488,291.693146,25.614475,818.420837,295.102936,24.385483,716.748718,204.418320,25.392582,762.792908,291.462311,25.619417,818.737976,296.008484,24.362352,715.190369,204.283859,25.396944,763.102356,230.212723,713.073914,688.702087,3620.106445,71.461220,-2987.601562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.996582,1411.097778,-1884.594482,,,
132,1.100000,-0.015134,0.000426,-0.008395,0.999850,263.727325,25.163279,766.001160,291.688751,25.636471,818.431213,295.086060,24.400051,716.758728,204.407318,25.453306,762.813477,291.466675,25.641605,818.757385,295.993042,24.376160,715.184021,204.266586,25.457706,763.115479,230.255676,713.030212,688.588806,3620.205811,71.359467,-2987.588867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.009521,1411.198975,-1884.505615,,,
133,1.108333,-0.014727,0.000335,-0.009319,0.999848,263.822815,25.168880,765.970642,291.773682,25.547974,818.407043,295.190765,24.387707,716.734375,204.504135,25.570957,762.770386,291.514282,25.553623,818.742249,296.015503,24.364378,715.191223,204.414001,25.575123,763.083069,230.252258,713.008057,688.594849,3619.980225,71.680588,-2987.655762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.020996,1411.290039,-1884.425781,,,
134,1.116667,-0.014581,0.000407,-0.010136,0.999842,263.824768,25.261469,765.991638,291.782379,25.579460,818.424805,295.185577,24.443399,716.751404,204.506424,25.761541,762.798523,291.476654,25.585787,818.753479,295.974731,24.419653,715.223999,204.460861,25.765663,763.138672,230.268265,712.981628,688.692017,3620.089111,71.532227,-2987.543457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.031494,1411.372070,-1884.353760,,,
135,1.125000,-0.014502,0.000586,-0.010465,0.999840,263.838745,25.294210,765.997375,291.814758,25.585175,818.420898,295.181915,24.463272,716.746155,204.519653,25.834181,762.824890,291.501373,25.591669,818.744324,295.990509,24.438848,715.197876,204.476471,25.838341,763.173889,230.314453,712.884277,688.723572,3619.860352,71.823311,-2987.566895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1.133333,-0.012029,0.000323,-0.008941,0.999888,263.857819,25.433821,766.085815,291.805176,25.550993,818.525330,295.229309,24.942087,716.848083,204.539032,25.808378,762.883911,291.511139,25.554327,818.774658,296.002258,24.929865,715.580688,204.462341,25.810894,763.240417,230.322540,712.762878,688.761597,3620.251221,71.439827,-2987.534424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1.141667,-0.009368,-0.000144,-0.007012,0.999932,263.883087,25.591581,766.190552,291.781250,25.537939,818.656311,295.301819,25.482943,716.980591,204.566284,25.753857,762.934570,291.518188,25.538706,818.835266,296.006042,25.480736,716.014465,204.440033,25.754318,763.295349,230.336136,712.762024,688.861023,3620.245117,71.466911,-2987.464844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1.150000,-0.004581,-0.001514,-0.002072,0.999986,263.914551,25.868422,766.277588,291.671906,25.588860,818.817322,295.463928,26.541380,717.155823,204.607971,25.475023,762.859558,291.527039,25.587366,818.862427,295.986847,26.549469,716.698730,204.354996,25.470217,763.177734,230.337509,712.797546,688.887573,3620.052979,71.673294,-2987.564941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1.158333,-0.000015,-0.001073,0.001641,0.999998,263.799896,26.137215,766.409363,291.607513,25.585096,818.920288,295.297607,27.492830,717.268494,204.494720,25.333715,763.039124,291.572357,25.585407,818.872803,295.524902,27.497847,717.182129,204.309662,25.328367,763.180176,230.376236,712.738281,688.864929,3620.323730,71.374733,-2987.450439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.166667,0.007945,-0.002541,0.006550,0.999944,263.899750,26.708847,766.658752,291.562592,25.593313,819.237183,295.521606,29.155962,717.639954,204.615143,25.377268,763.098877,291.591705,25.605101,818.909363,295.811340,29.155991,717.853882,204.318619,25.365473,763.228638,230.388565,712.746460,688.892334,3619.898193,71.747070,-2987.551270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1.175000,0.016194,-0.004200,0.011529,0.999794,263.866760,27.258188,767.039368,291.370544,25.549803,819.685303,295.619659,30.828783,718.174500,204.610153,25.395983,763.258179,291.605347,25.596846,818.913330,295.741486,30.791077,719.008362,204.356277,25.388918,763.222351,230.418976,712.818542,688.867065,3620.002197,71.616493,-2987.518311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1.183333,0.016613,-0.003882,0.010102,0.999803,263.887451,27.376024,767.115845,291.422699,25.545258,819.741211,295.616577,30.897579,718.231995,204.623230,25.685238,763.374207,291.598022,25.592024,818.939575,295.763794,30.861702,719.020691,204.398972,25.678047,763.375793,230.416077,712.916382,688.839294,3619.938232,71.709526,-2987.512207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1.191667,0.016674,-0.004098,0.010685,0.999795,263.901337,27.356001,767.039307,291.415009,25.550692,819.676819,295.648315,30.920307,718.170166,204.640762,25.597010,763.270813,291.627106,25.597935,818.895691,295.754730,30.880840,719.004333,204.420532,25.591282,763.240906,230.421494,712.958618,688.772034,3620.168457,71.412056,-2987.561035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.986572,1411.080566,-1884.598022
144,1.200000,0.016862,-0.004163,0.011211,0.999786,263.867340,27.340355,767.001282,291.375336,25.544298,819.642090,295.617615,30.956387,718.138062,204.609222,25.520382,763.223511,291.600983,25.593548,818.841187,295.750427,30.917082,718.982666,204.357452,25.513172,763.197327,230.415024,712.945557,688.744812,3620.156250,71.452934,-2987.532227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.027100,1411.164429,-1884.496948
145,1.208333,0.017025,-0.004276,0.011653,0.999778,263.842682,27.351061,766.981445,291.339752,25.562162,819.628174,295.601318,31.010838,718.126892,204.587051,25.480188,763.189087,291.547455,25.611488,818.822388,295.761353,30.973845,718.942566,204.325806,25.471491,763.180847,230.416870,712.999084,688.677246,3619.971436,71.590508,-2987.539307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.063965,1411.239868,-1884.406128
146,1.216667,0.017249,-0.003872,0.010466,0.999789,263.866821,27.433098,767.022400,291.404480,25.555676,819.644836,295.592316,31.040037,718.142395,204.603745,25.703585,763.279724,291.553131,25.604136,818.816467,295.761444,31.004925,718.912903,204.383377,25.695263,763.302002,230.363342,713.098999,688.654114,3620.232422,71.355957,-2987.548096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.097168,1411.307861,-1884.324463
147,1.225000,0.017141,-0.004377,0.011341,0.999779,263.873138,27.379559,767.009827,291.359192,25.560947,819.661377,295.643250,31.031088,718.162170,204.617081,25.546650,763.205872,291.572693,25.607727,818.909180,295.759796,30.993135,718.962280,204.382797,25.540092,763.177429,230.354401,713.089294,688.689331,3619.786377,71.752686,-2987.599854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1.233333,0.016918,-0.004214,0.011513,0.999782,263.864532,27.341715,767.055786,291.367706,25.556412,819.699524,295.618073,30.982273,718.196533,204.607956,25.486464,763.271301,291.591675,25.602680,818.959106,295.759308,30.946533,718.977722,204.340179,25.478521,763.245667,230.381912,713.012878,688.722229,3619.735352,71.770752,-2987.650146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1.241667,0.016402,-0.004084,0.011659,0.999789,263.850769,27.285967,767.085754,291.367310,25.563253,819.724487,295.591309,30.885111,718.214905,204.593796,25.409542,763.317566,291.606232,25.609791,818.975403,295.735962,30.849422,719.013916,204.311371,25.401274,763.286316,230.410767,712.892639,688.760071,3619.765137,71.770729,-2987.640137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
